,shows_id,episode_ids,id,url,name,type,language,status,runtime,averageRuntime,premiered,ended,officialSite,rating,weight,summary,updated
148,363,809,42305,https://www.tvmaze.com/shows/42305/the-expanding-universe-of-ashley-garcia,The Expanding Universe of Ashley Garcia,Scripted,English,Ended,,29.0,2020-02-17,2020-12-09,https://www.netflix.com/title/80244332,5.0,45,"When Ashley Garcia — the world's only 15-and-a-half-year-old robotics engineer and rocket scientist — gets the chance to work for NASA, she moves across the country to live with her fun-loving Uncle Victor, a pro football player turned high school coach who's never met a responsibility he can't shirk.",2021-01-31
149,439,1283,42321,https://www.tvmaze.com/shows/42321/wwe-untold,WWE Untold,Documentary,English,Running,,,2018-09-15,,http://network.wwe.com/shows/original/wwe-untold,,44,WWE Superstars past and present reveal their compelling stories about the most important moments in WWE history.,2021-04-28
150,261,517,42382,https://www.tvmaze.com/shows/42382/game-changer-wrestling,Game Changer Wrestling,Sports,English,Running,120.0,129.0,2000-01-29,,https://www.facebook.com/JCWprowrestling,,20,"Game Changer Wrestling (GCW), formerly known as Jersey City Wrestling, is an independent wrestling promotion that has been running shows since 1999.",2022-04-25
151,295,568,42383,https://www.tvmaze.com/shows/42383/world-wonder-ring-stardom,World Wonder Ring STARDOM,Sports,English,Running,120.0,120.0,2016-12-22,,,,53,"World Wonder Ring Stardom, legal name Kabushiki Gaisha Stardom (株式会社スターダム Kabushiki Gaisha Sutādamu) and often referred to simply as Stardom (stylized as STARD✪M),[2] is a Japanese joshi puroresu or women's professional wrestling promotion, founded in September 2010 by former Hyper Visual Fighting Arsion and JDStar promoter Rossy Ogawa, retired wrestler, model and mixed martial artist Fuka Kakimoto and veteran professional wrestler Nanae Takahashi. Stardom quickly became one of the top joshi puroresu promotions, largely thanks to gravure idol Yuzuki Aikawa becoming the promotion's public face.",2022-06-25
152,604,2831,42387,https://www.tvmaze.com/shows/42387/transformers-war-for-cybertron-trilogy,Transformers: War for Cybertron Trilogy,Animation,English,Ended,,25.0,2020-07-30,2021-07-29,https://www.netflix.com/title/81002438,6.6,77,"Transformers: War for Cybertron Trilogy is a three-part arc following the war between the Autobots and Decepticons, complete with a new animation look and style.",2022-03-01
153,322,616,42412,https://www.tvmaze.com/shows/42412/professionals,Professionals,Scripted,English,To Be Determined,48.0,48.0,2020-11-23,,https://viaplay.no/serier/professionals,6.4,97,"Professionals is set against a backdrop of international espionage and corporate sabotage in the 21st century's privately-funded space race and follows hardened former counterintelligence officer Captain Vincent Corbo. After their advanced medical satellite explodes on deployment, billionaire futurist Peter Swann and his fiancée, medical visionary Dr. Graciela ""Grace"" Davila, turn to Corbo. Corbo assembles a team of experienced professionals to investigate the incident. They learn that any combination of Swann's business rivals, corrupt governments officials, and a shadowy crime syndicate could be behind the attack and represent a continued threat.",2022-05-25
154,576,2538,42592,https://www.tvmaze.com/shows/42592/fast-furious-spy-racers,Fast & Furious: Spy Racers,Animation,English,Ended,,24.0,2019-12-26,2021-12-17,https://www.netflix.com/title/80225085,6.7,83,The series expands the high-octane action of the films as teenager Tony Toretto follows in the footsteps of his cousin Dom when he and his friends are recruited by a government agency to infiltrate an elite racing league serving as a front for a nefarious crime organization bent on world domination.,2021-12-18
155,165,279,42824,https://www.tvmaze.com/shows/42824/looney-tunes-cartoons,Looney Tunes Cartoons,Animation,English,Running,11.0,9.0,2020-05-27,,https://www.hbomax.com/looney-tunes/,7.8,84,"Looney Tunes Cartoons, an all-new series from Warner Bros. Animation starring the cherished Looney Tunes characters. Looney Tunes Cartoons echoes the high production value and process of the original Looney Tunes theatrical shorts with a cartoonist-driven approach to storytelling. Marquee Looney Tunes characters will be featured in their classic pairings in simple, gag-driven and visually vibrant stories. The new series will include 80 eleven-minute episodes, each comprised of animated shorts that vary in length and include adapted storylines for today's audience.",2022-03-01
156,144,231,42843,https://www.tvmaze.com/shows/42843/the-flight-attendant,The Flight Attendant,Scripted,English,To Be Determined,,44.0,2020-11-18,,https://play.hbomax.com/page/urn:hbo:page:GX5MHsQzwwIuLwgEAAACp:type:series,7.1,99,"Flight attendant Cassie Bowden relishes her globe-trotting lifestyle, but her history with drinking – and penchant for becoming entangled in international intrigue – always seem to catch up with her.",2022-06-18
157,545,2255,42872,https://www.tvmaze.com/shows/42872/a-house-divided,A House Divided,Scripted,English,To Be Determined,,42.0,2019-07-18,,https://allblk.tv/housedivided/,3.6,87,"A House Divided follows the direct descendants of Letty Sanders, an enslaved woman who after arriving in Los Angeles in 1821, grew to become the wealthiest Black woman in the newly formed city. Centering on the present-day members of the highly esteemed Sanders family, Cameran Sanders has raised his three children in opulent wealth. After the sudden passing of his wife amidst a brewing government investigation into the business dealings of the family-owned bank, a new woman emerges from the shadows determined to be the next Mrs. Cameran Sanders. As secrets are uncovered and scandals emerge, the Sanders family will be forced to band together for the sake of their survival or risk the ultimate demise of their long-standing legacy.",2022-04-16
158,145,233,42899,https://www.tvmaze.com/shows/42899/redakcia,Редакция,Talk Show,Russian,Running,40.0,57.0,2019-03-17,,https://www.youtube.com/channel/UC1eFXmJNkjITxPFWTy6RsWg,,67,"The author's journalistic program of Alexey Pivovarov, where he asks questions and interviews guests, makes reports on actual themes, as well as on entertaining topics.",2022-06-18
159,563,2430,42966,https://www.tvmaze.com/shows/42966/bridgerton,Bridgerton,Scripted,English,Running,,62.0,2020-12-25,,https://www.netflix.com/title/80232398,7.2,95,"Based on Julia Quinn's best-selling series of novels, Bridgerton is set in the sexy, lavish and competitive world of Regency London high society. From the glittering ballrooms of Mayfair to the aristocratic palaces of Park Lane and beyond, the series unveils a seductive, sumptuous world replete with intricate rules and dramatic power struggles, where no one is truly ever on steady ground. At the heart of the show is the powerful Bridgerton family. Comprised of eight close-knit siblings, this funny, witty, daring and clever group must navigate the upper ten thousand's marriage mart in search of romance, adventure and love.",2022-04-18
160,323,618,43072,https://www.tvmaze.com/shows/43072/hey-qween,Hey Qween!,Talk Show,English,Running,,50.0,2014-05-19,,http://heyqween.tv/shows/hey-qween/episodes/,,2,A wild and lively talk show featuring interviews with a variety of LGBT guests.,2021-03-22
161,296,570,43141,https://www.tvmaze.com/shows/43141/bani-negri-pentru-zile-albe,Bani negri (pentru zile albe),Scripted,Romanian,To Be Determined,60.0,60.0,2020-11-22,,https://hbogo.ro/seriale/bani-negri-pentru-zile-albe,,39,"Features two lovable losers joking about committing the ""perfect crime."" The series revolves around the events that unfold when the joke backfires and the pair is forced to actually commit the robbery, for which they are totally unprepared.",2022-04-05
162,312,592,43207,https://www.tvmaze.com/shows/43207/peytons-places,Peyton's Places,Documentary,English,Running,30.0,29.0,2019-07-29,,http://www.espn.com/watch/series/2043dd20-9cc0-4abe-b652-c8e7dfdfefa0/peyton-s-places,,41,"Peyton's Places offers a fun, insightful tour through 100 years of football, following the sport and the league's rise to an American cultural touchstone. For nearly a year, Manning has crisscrossed the country, visiting the people and places that have played an important part in the making of the NFL—highlighting memorable events, teams, players, and trends over the past century.",2022-03-19
163,364,810,43209,https://www.tvmaze.com/shows/43209/the-big-show-show,The Big Show Show,Scripted,English,Ended,25.0,27.0,2020-04-06,2020-12-09,https://www.netflix.com/title/80201035,6.9,51,"When the teenage daughter of The Big Show, a retired world-famous WWE Superstar comes to live with him, his wife and two other daughters, he quickly becomes outnumbered and outsmarted. Despite being 7 feet tall and weighing 400 pounds, he is no longer the center of attention.",2020-12-09
164,29,32,43261,https://www.tvmaze.com/shows/43261/roditeli,Родители,Scripted,Russian,To Be Determined,25.0,25.0,2015-06-28,,https://start.ru/watch/roditeli,,16,,2022-04-18
165,446,1331,43293,https://www.tvmaze.com/shows/43293/tiny-pretty-things,Tiny Pretty Things,Scripted,English,Ended,,57.0,2020-12-14,2020-12-14,https://www.netflix.com/title/81017308,6.7,53,"Tiny Pretty Things is set in the world of an elite ballet academy and charts the rise and fall of young adults who live far from their homes, each standing on the verge of greatness or ruin. As Chicago's only elite dance school, the Archer School of Ballet serves as the company school for the city's renowned professional company: City Works Ballet. The Archer School is an oasis for an array of dancers: rich and poor, from north and south, and a range of backgrounds. Yet they all share a rare talent and passion for dance, a loyal sense of community... and when it comes to their dreams, no Plan B.",2021-11-23
166,441,1288,43299,https://www.tvmaze.com/shows/43299/couples-therapy,Couples Therapy,Documentary,English,Running,30.0,31.0,2019-09-06,,https://www.sho.com/couples-therapy,6.5,80,"Couples Therapy unlocks a hidden world: other people's relationships. Far from reality-show caricatures, this is true documentary filmmaking that brings viewers into the authentic and visceral experience of weekly therapy with four couples. World-class therapist Dr. Orna Guralnik deftly guides the couples through the minefield of honest confrontation with each other and with themselves, revealing the real-life struggles - and extraordinary breakthroughs - typically hidden behind closed doors.",2022-06-05
167,455,1430,43336,https://www.tvmaze.com/shows/43336/talks-machina,Talks Machina,Talk Show,English,Ended,60.0,60.0,2016-11-15,2021-06-17,http://www.critrole.com,,33,"After Critical Role each week, everyone needs to take a second to breathe and process. Talks Machina brings Critical Role cast members together with host Brian Wayne Foster to chat about the latest happenings on the hit show, answer audience questions, and more.",2022-04-07
168,113,179,43722,https://www.tvmaze.com/shows/43722/257-pricin-ctoby-zit,"257 причин, чтобы жить",Scripted,Russian,Ended,,24.0,2020-03-26,2021-01-21,https://start.ru/watch/257-prichin-chtoby-zhit,,37,"When terminal cancer patient Zhenya unexpectedly receives a clean bill of health, she can't believe it. She's in remission. But then her life implodes. Homeless, unemployed, and newly single - she stumbles across a list she wrote while she was sick of things she wanted to do when she got better. 257 of them - and now she won't give up until she checks off them all!",2022-05-27
169,417,1171,43883,https://www.tvmaze.com/shows/43883/the-amber-ruffin-show,The Amber Ruffin Show,Variety,English,Running,24.0,25.0,2020-09-25,,https://www.peacocktv.com/the-amber-ruffin-show,4.4,85,Each week The Amber Ruffin Show will showcase Amber's signature smart-and-silly take on the week. A late-night show with just the good parts – the comedy.,2022-06-19
170,605,2838,43890,https://www.tvmaze.com/shows/43890/equinox,Equinox,Scripted,Danish,To Be Determined,,46.0,2020-12-30,,https://www.netflix.com/title/81075958,6.2,94,"Equinox is a character-driven supernatural thriller about a young woman named Astrid, who is affected by the unexplainable disappearance of a school class in 1999. The series is set in Denmark and swipes back and forth between 1999, where it all started, and the present time.Astrid is only 10 years old in the year 1999 when a class of graduating students inexplicably disappears without a trace. Astrid, who was close to one of the missing students becomes traumatized and plagued by horrific visions after the disappearance. In 2020, Astrid is peacefully living with her family when all of a sudden the nightmares come back and start haunting her. When the one survivor from 1999 mysteriously dies, Astrid is determined to find out what happened to the class, only to discover a dark and unsettling truth that involves her in ways she never imagined.",2020-12-31
171,365,811,43910,https://www.tvmaze.com/shows/43910/a-conversation-with,A Conversation With,Talk Show,English,Ended,,91.0,2017-07-02,2021-05-26,https://www.youtube.com/channel/UCahfy_XV7nFYceg6GIthwMQ/videos,,21,A podcast by Philip DeFranco.,2022-05-27
172,433,1250,44057,https://www.tvmaze.com/shows/44057/hjerteslag,Hjerteslag,Scripted,Norwegian,To Be Determined,,11.0,2019-08-15,,https://play.tv2.no/programmer/serier/hjerteslag,,78,"A relationship drama about two young people who fall in love at a difficult time in life. In the series, we meet Anders and Mio who, after a one night stand, find out that they are pregnant.",2022-05-26
173,123,198,44060,https://www.tvmaze.com/shows/44060/why-r-u-the-series,Why R U?: The Series,Scripted,Thai,Ended,60.0,54.0,2020-01-24,2020-12-17,https://tv.line.me/whyrutheseries,7.4,90,"Tutor is said to be ‘wise' beyond his age and acts rationally, while Fighter is the emotional kind. They started having some animosity with each other, but developed a close relationship right after.<br /><br />Saifah is a popular musician and is often engaged in mischievous while Zon is shy yet stubborn. He is also a sci-fi writer.",2022-04-27
174,245,479,44110,https://www.tvmaze.com/shows/44110/pants-on-fire,Pants on Fire,Game Show,English,To Be Determined,60.0,60.0,2019-10-10,,https://www.channel4.com/programmes/pants-on-fire/,,40,"Emma Willis hosts this comedy bluffing show in which three daredevil teams attempt some of the stupidest, bravest but often pointless challenges in locations around the globe, and then have to convince a celebrity jury they have been successful - even if they haven't.",2022-04-07
175,497,1811,44117,https://www.tvmaze.com/shows/44117/red,RED,Scripted,Portuguese,Running,15.0,14.0,2014-09-27,,,,16,"A web-series that tells the story of Mel Béart and Liz Malmo, two actresses who meet while shooting a short film and end up taking to their real lives the romantic relationship that they portray in fiction as Scarlet and Simone.",2021-04-05
176,394,1000,44135,https://www.tvmaze.com/shows/44135/snackmasters,Snackmasters,Reality,English,To Be Determined,60.0,60.0,2019-10-01,,https://www.channel4.com/programmes/snackmasters,,41,"Fred Sirieix sets an extraordinary challenge for top chefs - to try to work out the secret techniques and recipes behind some of Britain's best-loved snacks, before creating their own replica.",2021-11-30
177,163,277,44249,https://www.tvmaze.com/shows/44249/the-ready-room,The Ready Room,Talk Show,English,Running,,28.0,2019-01-25,,https://www.facebook.com/StarTrekOnPPlus,7.2,48,"The Ready Room is an aftershow for Star Trek: Discovery and Star Trek: Picard, a deeper look inside the episodes with stars, producers and creative talent.",2022-05-13
178,528,2089,44276,https://www.tvmaze.com/shows/44276/7-days-of-romance,7 Days of Romance,Scripted,Korean,Ended,,15.0,2019-10-08,2021-01-20,,,79,Da Eun works part-time and Kim Byul is an idol in her 5th years since debut. These two girls who look alike decide to change each other's lives just for 7 days. It tells the romantic encounters of these 2 girls.,2022-04-15
179,278,538,44334,https://www.tvmaze.com/shows/44334/field-trip-with-curtis-stone,Field Trip with Curtis Stone,Documentary,English,Running,30.0,30.0,2019-10-07,,https://fieldtripwithcurtisstone.com/,,20,"In Field Trip with Curtis Stone, chef Curtis Stone embarks on a global culinary journey to explore the spirit and passion of the destinations which inform the menu at Maude, his Michelin-starred restaurant in Beverly Hills. Curtis and friends travel to Australia, Italy, Spain and California, hunting pheasants, herding cattle and diving for pearls as they track the delicacies Curtis serves in his restaurant to their source.",2021-08-22
180,614,2946,44343,https://www.tvmaze.com/shows/44343/aynen-aynen,Aynen Aynen,Scripted,Turkish,Running,5.0,7.0,2019-08-01,,https://www.blutv.com/int/diziler/yerli/aynen-aynen,,73,The series tells the story of Emir and Nil's entertaining relationship by explaining the relationship between men and women in a humorous as well as realistic language. We see the situations in which Nil and Emir want to show themselves to the other party in the relationship and in fact their own real thoughts.,2022-02-10
181,390,979,44654,https://www.tvmaze.com/shows/44654/house-of-ho,House of Ho,Reality,English,Ended,,32.0,2020-12-10,2020-12-10,https://play.hbomax.com/series/urn:hbo:series:GXvTTlQwJdcLDGQEAAAMj,,43,"House of Ho follows multi-generational Ho family, led by patriarch Binh Ho and his wife, Hue Ho, the power couple immigrated from Vietnam to the United States with little money, relying on hard work to establish the ultimate American dream. They have built a multi-million dollar bank, a real estate development company and a new generation of American Ho's. The series pulls back the curtain of their lavish Houston lifestyle and showcases the tight family connections that unite them as well as the multi-generational outrageous drama that ensues. While Binh and Hue have laid down a golden foundation for their children, Judy Ho and Washington Ho (yes, named after the nation's founding father and whose kids are named Lincoln and Roosevelt), they are not exempt from the constant pressure to achieve and to live up to their parents' lofty expectations. Despite the power struggles, at the end of the day, the Ho household is filled with love, laughter, and a few designer handbags, of course.",2020-12-10
182,285,546,44659,https://www.tvmaze.com/shows/44659/atlantic-crossing,Atlantic Crossing,Scripted,Norwegian,Ended,,55.0,2020-10-25,2020-12-13,https://tv.nrk.no/serie/atlantic-crossing,8.0,47,"1940. Norway is occupied by Nazi Germany. Crown Princess Märtha and her children find shelter as political refugees in the White House. Her presence in Washington soon influences President Roosevelt's views on the tragic events unfolding in Europe and eventually changes the dynamics of U.S. politics significantly. What starts as an affair turns into love and turmoil when Märtha speaks out publicly against the Nazi tyranny. In an attempt to fight for her country, she puts her marriage at risk and convinces the President to support Norway – a first step in the struggle that will lead to the U.S. joining the War. However, Märtha's actions cause her to make many enemies, some of them even closer than she thinks: within the walls of the White House.",2022-03-28
183,105,168,44660,https://www.tvmaze.com/shows/44660/the-bump,The Bump,Talk Show,English,Running,30.0,30.0,2019-10-02,,https://watch.wwe.com/original/WWEs-The-Bump-107410,,52,"WWE's The Bump is unlike any WWE show you've ever seen before, featuring a dynamic cast of hosts--led by Kayla Braxton--and WWE Superstars stopping in weekly, both as in-studio and video call-in guests.",2022-06-21
184,188,332,44664,https://www.tvmaze.com/shows/44664/dime-quien-soy,Dime quién soy,Scripted,Spanish,Ended,50.0,50.0,2020-12-04,2021-01-01,https://ver.movistarplus.es/ficha/dime-quien-soy/?id=1580918,,40,"Madrid, 1998. A man by the name of Albert James leaves a thick biography on the desk of Javier, a successful publisher. It is the story of Javier's mother he never knew, Amelia Garayoa. Before fate can finally reunite mother and son, Amelia will have taken a long journey, starting in tumultuous Madrid of 1934. First forced into marriage, then with her newborn baby taken from her, well-off Amelia meets Pierre, a charismatic young French journalist and revolutionary whom Amelia accompanies to Buenos Aires out of love and sheer lust for adventure. There, opera diva Carla Alessandrini takes Amelia under her arm, becoming the young Spanish woman's surrogate mother and best friend. Amelia's lifelong personal, romantic and political journey as a spy for a noble cause eventually takes her full circle back home to Madrid--but not before life-changing experiences every step of the way in Moscow, London, Rome, Paris and Berlin.",2021-03-09
185,107,170,44675,https://www.tvmaze.com/shows/44675/diti-proti-zirok,Діти проти зірок,Game Show,Ukrainian,Running,90.0,90.0,2019-09-25,,https://novy.tv/ua/deti-protiv-zvezd/,,19,,2021-12-31
186,166,284,44713,https://www.tvmaze.com/shows/44713/full-bloom,Full Bloom,Reality,English,To Be Determined,,43.0,2020-11-12,,https://www.hbomax.com/coming-soon/full-bloom,,43,"With incredible artistic creations and floristry face-offs, Full Bloom will allow audiences to escape into a surreal world as contestants will design and execute some of the most wondrous, Wonka-esq floral creations ever seen. Each episode features themed challenges centered around a unique stem of the floristry world including fashion, art, events and weddings.",2021-07-03
187,452,1392,44725,https://www.tvmaze.com/shows/44725/death-battle,Death Battle!,Animation,English,Running,10.0,10.0,2010-12-07,,https://roosterteeth.com/series/death-battle,,24,"Death Battle! places two or more characters from pop culture in an all out, no-holds barred slugfest to the death. Who will survive? What weapons will be used? How much blood will be spilled? Death Battle! has the answers.",2022-06-07
188,564,2438,44803,https://www.tvmaze.com/shows/44803/sparkshorts,SparkShorts,Animation,English,To Be Determined,8.0,,2019-02-04,,https://www.disneyplus.com/franchise/pixar-spark-shorts,,86,SparkShorts is Pixar's newest collection of artists' project from six incredible storytellers.,2022-05-18
189,533,2125,44823,https://www.tvmaze.com/shows/44823/friendship-with-krist-singto,Friend.ship with Krist-Singto,Reality,Thai,Ended,30.0,30.0,2019-07-15,2021-02-05,https://tv.line.me/,,33,,2021-02-06
190,87,129,44944,https://www.tvmaze.com/shows/44944/vopros-rebrom,Вопрос ребром,Talk Show,Russian,Running,35.0,37.0,2019-08-06,,https://www.youtube.com/playlist?list=PLgNR28e-jqpwPOAuYZIBmPY0lAzUCN86t,,58,,2021-12-24
191,348,677,45015,https://www.tvmaze.com/shows/45015/prince-charming,Prince Charming,Reality,German,Running,60.0,60.0,2019-10-30,,https://www.tvnow.de/shows/prince-charming-17742,,20,"German version of a handsome man trying to find true love amongst a group of ""princes"". Who shall provide the happy ending?",2022-05-18
192,208,381,45083,https://www.tvmaze.com/shows/45083/hot-kultur,Хот Культур,Talk Show,Russian,Running,,53.0,2018-12-27,,https://www.youtube.com/channel/UCIS6Di043uxvRdx5mKBdIyA,,4,"Об искусстве, о тех, кто им занимается, и тех, кто его любит. Мы говорим о самом интересном и о самом важном в отечественной и мировой культуре сегодня. Наши герои ставят спектакли, снимают кино, пишут картины и музыку, выступают на сцене, организуют выставки, издают книги. Между ""горячим"" и ""высоким"" в искусстве не всегда лежит пропасть. Поэтому мы не даем определения, а просто пытаемся понять, на что стоит обратить внимание, и почему некоторые вещи делают мир лучше и интереснее.",2021-05-28
193,419,1175,45090,https://www.tvmaze.com/shows/45090/the-last-drive-in-with-joe-bob-briggs,The Last Drive-In with Joe Bob Briggs,Variety,English,Running,120.0,125.0,2018-07-13,,https://www.shudder.com/series/watch/the-last-drive-in-with-joe-bob-briggs/4863686,,80,"Proving once again that ""the drive-in will never die,"" iconic horror host and exploitation movie aficionado Joe Bob Briggs is back with an all-new Shudder Original series, hosting weekly Friday night double features streaming live exclusively on Shudder. Every week, The Last Drive-In series offers an eclectic pairing of films, with selections ranging across five decades and running the gamut from horror classics to obscurities and foreign cult favorites. And from time to time, special surprise guests will drop in on Joe Bob and Darcy the Mail Girl.",2022-06-26
194,371,853,45155,https://www.tvmaze.com/shows/45155/canal-boat-diaries,Canal Boat Diaries,Documentary,English,Running,30.0,30.0,2019-11-18,,https://www.bbc.co.uk/programmes/m000bks0,,35,Jump aboard with Robbie Cumming as he embarks on a 300-mile journey across the Midlands and northern England in his narrowboat.,2022-03-12
195,238,457,45235,https://www.tvmaze.com/shows/45235/the-hardy-boys,The Hardy Boys,Scripted,English,To Be Determined,,43.0,2020-12-04,,https://www.hulu.com/series/the-hardy-boys-5b8279f9-40eb-49e3-a42e-d80ce343e658,7.3,96,"After a family tragedy strikes, Frank Hardy, 16, and his brother Joe, 12, are forced to move from the big city to their parent's hometown of Bridgeport for the summer. Staying with their Aunt Trudy, Frank and Joe's quiet summer quickly comes to a halt when they discover their dad, detective Fenton Hardy has taken on a secret investigation. Realizing that their dad may be onto something the boys take it upon themselves to start an investigation of their own, and suddenly everyone in town is a suspect.",2022-05-25
196,30,33,45389,https://www.tvmaze.com/shows/45389/obsolete,Obsolete,Animation,Japanese,To Be Determined,13.0,13.0,2019-12-03,,https://project-obsolete.com/en/,,32,"In 2014, aliens revealed themselves to request trade with humanity. In exchange for limestone, they would provide a consciousness-controlled general-use robot known as an ""EXOFRAME"". Cheaper than an aircraft, tank, or firearm, and easy enough for anyone to operate, the ""EXOFRAME"" spreads change throughout the world in the blink of an eye...",2021-09-04
197,366,812,45397,https://www.tvmaze.com/shows/45397/helluva-boss,Helluva Boss,Animation,English,Running,,17.0,2019-11-25,,,7.0,41,"Follow Blitz, a classic demon Imp who sets out to run his own small assassin business with his weapons specialist Moxxie, his bruiser Millie, and his receptionist hellhound Loona. Together they attempt to survive each other while running a startup in Hell.",2021-11-16
198,31,39,45400,https://www.tvmaze.com/shows/45400/comment-out,Comment Out,Variety,Russian,Running,40.0,47.0,2018-11-29,,https://www.youtube.com/playlist?list=PL7DDTrrh2mOVzJ75ncZ1GyjJoUvcXqrFY,,34,,2021-12-14
199,324,619,45416,https://www.tvmaze.com/shows/45416/vnutri-lapenko,Внутри Лапенко,Scripted,Russian,To Be Determined,30.0,28.0,2019-12-02,,https://www.youtube.com/channel/UC3P2xNP1eppZFwCYUS7qD7Q/playlists?view=1&sort=dd&shelf_id=0,,24,,2022-01-08
200,111,176,45434,https://www.tvmaze.com/shows/45434/ruth-ruby-virtual-sleepover-challenges,Ruth & Ruby Virtual Sleepover Challenges,Talk Show,English,Running,12.0,6.0,2019-08-09,,https://disneynow.com/shows/ruth-and-ruby-virtual-sleepover-challenges,,20,Grab your sleeping bag and join BFFs Ruby Rose Turner (Coop &amp; Cami Ask the World) and Ruth Righi (Sydney to the Max) for the ultimate sleepover!,2021-12-11
201,181,319,45466,https://www.tvmaze.com/shows/45466/forstegangstjenesten,Førstegangstjenesten,Scripted,Norwegian,To Be Determined,,14.0,2019-12-13,,https://tv.nrk.no/serie/foerstegangstjenesten,,36,"A war enthusiast, a spoiled ""russ"", a female male chauvinist and a white multicultural rapper. Are these people going to protect Norway?",2022-04-29
202,167,286,45470,https://www.tvmaze.com/shows/45470/12-dates-of-christmas,12 Dates of Christmas,Reality,English,To Be Determined,,43.0,2020-11-26,,https://play.hbomax.com/series/urn:hbo:series:GX6MzzwZycJYSwwEAAALF,,43,"12 Dates of Christmas is a holiday-inspired dating series set in a stunning winter wonderland. The series follows a cast of singles as they step into a real-life romantic comedy full of cozy sweaters, fireside cuddles, and mistletoe kisses, all arranged to help these souls find love - just in time for the holidays.",2022-04-28
203,549,2263,45487,https://www.tvmaze.com/shows/45487/king-gary,King Gary,Scripted,English,Running,30.0,30.0,2020-01-10,,https://www.bbc.co.uk/programmes/p07w7686,4.0,79,"King Gary follows Gary King and love-of-his life, Terri as they bowl through family-life in suburbia. Gary's quest to impress the neighbours and fill dad, Big Gary's big shoes, might be more successful if he wasn't such a drama-queen but there's always a lot of love around in Butterchurn Crescent.",2021-12-03
204,539,2175,45512,https://www.tvmaze.com/shows/45512/reverse-engineering,Reverse Engineering,Reality,English,Running,30.0,28.0,2019-05-28,,https://video.bonappetit.com/series/reverse-engineering,,28,One dish. Two days. A challenge for super taster Chris Morocco to blindly taste a dish made by a famous chef and then reverse engineer it as closely to the original as he can.,2022-04-28
205,72,103,45713,https://www.tvmaze.com/shows/45713/dolls-frontline,Dolls' Frontline,Animation,Chinese,Ended,5.0,5.0,2019-07-28,2020-12-16,https://www.bilibili.com/bangumi/media/md28229895,,20,Re-imagines famous firearms as moe girls with machine bodies that are known as T-Dolls.,2021-02-11
206,565,2439,45779,https://www.tvmaze.com/shows/45779/puppet-history,Puppet History,Scripted,English,Running,30.0,30.0,2020-01-10,,https://www.youtube.com/playlist?list=PL8rSRNukjnn6R_uKzQZ5LQIwOjvBoyN3I,,23,,2021-10-04
207,63,92,45812,https://www.tvmaze.com/shows/45812/tooning-out-the-news,Tooning Out the News,Animation,English,Running,,13.0,2020-04-07,,https://www.paramountplus.com/shows/tooning-out-the-news/,,41,"Tooning Out the News will provide short daily segments leading up to a weekly full episodes featuring a cast of animated characters mocking news of the day, and interviewing real-world guests and newsmakers.",2021-11-12
208,400,1053,45987,https://www.tvmaze.com/shows/45987/eteros-ego-chamenes-psyches,Έτερος Εγώ: Χαμένες Ψυχές,Scripted,Greek,To Be Determined,50.0,50.0,2019-06-16,,,,34,"A series of murders alarm the police authorities, as strange symbolisms are traced to every crime scene. The eccentric professor of criminology Dimitris Lainis is asked to shed some light on the mystery. ",2020-12-29
209,557,2340,46108,https://www.tvmaze.com/shows/46108/noclip,Noclip,Documentary,,Running,20.0,20.0,2016-10-31,,https://www.youtube.com/channel/UC0fDG3byEcMtbOqPMymDNbw,,17,"Danny O'Dwyer is creating Video Game Documentaries. Noclip is a brand new type of gaming outlet focused on creating documentaries on your favorite upcoming games, childhood classics and more.",2022-05-05
210,88,130,46139,https://www.tvmaze.com/shows/46139/intervu-s-komikom,Интервью с комиком,Talk Show,Russian,Ended,60.0,54.0,2019-03-04,2020-12-02,https://www.youtube.com/playlist?list=PLCCWB_FINH0YOeEccdgPdqxUF1IjqMaJj,,3,"Dmitry Romanov invites other comedians to talk about life, creativity, interests, goals and priorities, about who lives and why. Many questions related to finances are not left aside as well.",2022-02-11
211,522,2032,46141,https://www.tvmaze.com/shows/46141/control-kontrola,CONTROL / KONTROLA,Scripted,Polish,Running,,10.0,2018-04-14,,"https://player.pl/seriale-online/kontrola-odcinki,32955",,77,Exgirlfriends meet again at an airport security check. Natasza Parzymies's webseries starring Ada Chlebicka as Natalia and Ewelina Pankowska as Majka.,2022-05-18
212,189,334,46278,https://www.tvmaze.com/shows/46278/realtimelove,Real:Time:Love,Scripted,Korean,Ended,15.0,12.0,2019-08-25,2021-01-08,https://tv.naver.com/whatwomenwant,,69,"Real Time Love sitcom-like web drama that follows the honest, curious stories of 18-year-olds. ",2021-01-10
213,190,335,46395,https://www.tvmaze.com/shows/46395/panelet,Panelet,Talk Show,Norwegian,Running,15.0,15.0,2014-07-11,,https://www.vgtv.no/kategori/100065/panelet,,17,,2022-04-29
214,89,131,46409,https://www.tvmaze.com/shows/46409/the-graduates,The Graduates,Scripted,Thai,Ended,60.0,60.0,2020-10-07,2020-12-09,https://tv.line.me/thegraduates,,19,Om Bundit is a computer engineering genius with a bright future but he doesn't know what he wants to do with his life.  He decides to write an algorithm to flirt with a girl who has liked for a long time until a friend takes it to develop an application to find an investor for his start up apps.,2021-01-16
